zip,state
88312,NM
88321,NM
88324,NM
88330,NM
88339,NM
88401,NM
88410,NM
88411,NM
88417,NM
88421,NM
88422,NM
88424,NM
88426,NM
88430,NM
88433,NM
88439,NM
55051,MN
55072,MN
55307,MN
55310,MN
55367,MN
55602,MN
55603,MN
55604,MN
55605,MN
55606,MN
55607,MN
55613,MN
55702,MN
55703,MN
55705,MN
55706,MN
55709,MN
55717,MN
55721,MN
55725,MN
55734,MN
55735,MN
55748,MN
55752,MN
55781,MN
55796,MN
55922,MN
55945,MN
55968,MN
55983,MN
56010,MN
56014,MN
56019,MN
56057,MN
56060,MN
56113,MN
56114,MN
56115,MN
56128,MN
56157,MN
56207,MN
56208,MN
56211,MN
56212,MN
56214,MN
56215,MN
56221,MN
56230,MN
56235,MN
56248,MN
56284,MN
56308,MN
56312,MN
56318,MN
56324,MN
56331,MN
56336,MN
56338,MN
56342,MN
56359,MN
56361,MN
56401,MN
56425,MN
56433,MN
56434,MN
56442,MN
56458,MN
56464,MN
56484,MN
56501,MN
56510,MN
56514,MN
56516,MN
56517,MN
56520,MN
56522,MN
56523,MN
56535,MN
56544,MN
56545,MN
56601,MN
56621,MN
56623,MN
56626,MN
56627,MN
56628,MN
56630,MN
56649,MN
56650,MN
56654,MN
56658,MN
56659,MN
56673,MN
56686,MN
56701,MN
56710,MN
56713,MN
56714,MN
56724,MN
56725,MN
56728,MN
56735,MN
56740,MN
56756,MN
91905,CA
91906,CA
91934,CA
92004,CA
92225,CA
92227,CA
92233,CA
92250,CA
92277,CA
92280,CA
92309,CA
92310,CA
92314,CA
92323,CA
92328,CA
92332,CA
92338,CA
92363,CA
92364,CA
93101,CA
93103,CA
93204,CA
93205,CA
93207,CA
93224,CA
93225,CA
93226,CA
93243,CA
93251,CA
93252,CA
93255,CA
93262,CA
93401,CA
93402,CA
93410,CA
93426,CA
93427,CA
93428,CA
93436,CA
93451,CA
93453,CA
93505,CA
93512,CA
93513,CA
93516,CA
93517,CA
93526,CA
93545,CA
93546,CA
93555,CA
93601,CA
93602,CA
93608,CA
93622,CA
93628,CA
93664,CA
93920,CA
93927,CA
94019,CA
94946,CA
95017,CA
95060,CA
95223,CA
95306,CA
95311,CA
95329,CA
95389,CA
95410,CA
95412,CA
95417,CA
95425,CA
95428,CA
95429,CA
95445,CA
95501,CA
95511,CA
95514,CA
95525,CA
95527,CA
95531,CA
95536,CA
95543,CA
95548,CA
95552,CA
95568,CA
95589,CA
95595,CA
95606,CA
95631,CA
95713,CA
95720,CA
95910,CA
95912,CA
95923,CA
95979,CA
95983,CA
96001,CA
96006,CA
96008,CA
96013,CA
96014,CA
96017,CA
96020,CA
96021,CA
96023,CA
96024,CA
96025,CA
96035,CA
96039,CA
96044,CA
96048,CA
96050,CA
96057,CA
96059,CA
96061,CA
96101,CA
96103,CA
96104,CA
96108,CA
96109,CA
96112,CA
96114,CA
96123,CA
96132,CA
96134,CA
96136,CA
35441,AL
35442,AL
35443,AL
35470,AL
35540,AL
35586,AL
35966,AL
36005,AL
36009,AL
36010,AL
36016,AL
36017,AL
36029,AL
36030,AL
36032,AL
36033,AL
36040,AL
36251,AL
36255,AL
36314,AL
36319,AL
36425,AL
36436,AL
36442,AL
36444,AL
36451,AL
36518,AL
36524,AL
36528,AL
36529,AL
36728,AL
36732,AL
36756,AL
36860,AL
36913,AL
66010,KS
66015,KS
66075,KS
66401,KS
66404,KS
66408,KS
66415,KS
66417,KS
66423,KS
66431,KS
66441,KS
66520,KS
66536,KS
66710,KS
66714,KS
66720,KS
66732,KS
66801,KS
66838,KS
66839,KS
66840,KS
66853,KS
66859,KS
66861,KS
66901,KS
66932,KS
66936,KS
66937,KS
66939,KS
66941,KS
66944,KS
66959,KS
66970,KS
67001,KS
67002,KS
67003,KS
67004,KS
67005,KS
67008,KS
67010,KS
67013,KS
67018,KS
67020,KS
67021,KS
67022,KS
67024,KS
67028,KS
67029,KS
67035,KS
67054,KS
67057,KS
67065,KS
67068,KS
67355,KS
67360,KS
67401,KS
67410,KS
67418,KS
67422,KS
67427,KS
67439,KS
67452,KS
67457,KS
67511,KS
67513,KS
67515,KS
67516,KS
67518,KS
67520,KS
67524,KS
67548,KS
67584,KS
67622,KS
67625,KS
67629,KS
67631,KS
67632,KS
67639,KS
67647,KS
67651,KS
67653,KS
67701,KS
67731,KS
67732,KS
67733,KS
67734,KS
67737,KS
67738,KS
67739,KS
67741,KS
67758,KS
67762,KS
67801,KS
67831,KS
67835,KS
67837,KS
67838,KS
67844,KS
67846,KS
67850,KS
67855,KS
67857,KS
67861,KS
67901,KS
67950,KS
67951,KS
48014,MI
48612,MI
48613,MI
48619,MI
48621,MI
48632,MI
48653,MI
48703,MI
48705,MI
48721,MI
48738,MI
48762,MI
49304,MI
49405,MI
49420,MI
49459,MI
49601,MI
49612,MI
49613,MI
49614,MI
49620,MI
49621,MI
49629,MI
49632,MI
49633,MI
49701,MI
49705,MI
49710,MI
49715,MI
49719,MI
49720,MI
49726,MI
49728,MI
49733,MI
49743,MI
49759,MI
49760,MI
49762,MI
49768,MI
49782,MI
49801,MI
49805,MI
49806,MI
49807,MI
49812,MI
49814,MI
49815,MI
49817,MI
49820,MI
49831,MI
49838,MI
49841,MI
49855,MI
49858,MI
49878,MI
49884,MI
49896,MI
49905,MI
49908,MI
49910,MI
49911,MI
49912,MI
49919,MI
49927,MI
49946,MI
49947,MI
49948,MI
89001,NV
89008,NV
89010,NV
89013,NV
89017,NV
89019,NV
89020,NV
89027,NV
89034,NV
89040,NV
89045,NV
89046,NV
89048,NV
89049,NV
89060,NV
89067,NV
89301,NV
89310,NV
89311,NV
89314,NV
89316,NV
89403,NV
89406,NV
89408,NV
89410,NV
89414,NV
89415,NV
89418,NV
89419,NV
89425,NV
89430,NV
89431,NV
89445,NV
89447,NV
89451,NV
89508,NV
89801,NV
89820,NV
89821,NV
89822,NV
89823,NV
89825,NV
89831,NV
89833,NV
89834,NV
89835,NV
11937,NY
12108,NY
12139,NY
12190,NY
12406,NY
12407,NY
12410,NY
12736,NY
12817,NY
12847,NY
12849,NY
12913,NY
12914,NY
12917,NY
12922,NY
12923,NY
12930,NY
12932,NY
12941,NY
13083,NY
13315,NY
13325,NY
13327,NY
13338,NY
13601,NY
13602,NY
13607,NY
13614,NY
13617,NY
13618,NY
13621,NY
13730,NY
13754,NY
13804,NY
14711,NY
14873,NY
14880,NY
14897,NY
50002,IA
50008,IA
50020,IA
50025,IA
50026,IA
50034,IA
50049,IA
50050,IA
50052,IA
50066,IA
50070,IA
50101,IA
50133,IA
50136,IA
50144,IA
50217,IA
50401,IA
50423,IA
50424,IA
50427,IA
50435,IA
50455,IA
50510,IA
50514,IA
50515,IA
50519,IA
50531,IA
50535,IA
50542,IA
50556,IA
50588,IA
50603,IA
50604,IA
50606,IA
50675,IA
50833,IA
50835,IA
50839,IA
50862,IA
51001,IA
51003,IA
51004,IA
51006,IA
51007,IA
51010,IA
51014,IA
51023,IA
51040,IA
51058,IA
51243,IA
51246,IA
51345,IA
51360,IA
51439,IA
51521,IA
51541,IA
52043,IA
52052,IA
52101,IA
52134,IA
52140,IA
52146,IA
52208,IA
52217,IA
52325,IA
52361,IA
52535,IA
52537,IA
52542,IA
52544,IA
52549,IA
52573,IA
52601,IA
52619,IA
52623,IA
59001,MT
59003,MT
59006,MT
59007,MT
59008,MT
59010,MT
59011,MT
59012,MT
59014,MT
59022,MT
59024,MT
59025,MT
59027,MT
59028,MT
59030,MT
59031,MT
59032,MT
59034,MT
59038,MT
59039,MT
59046,MT
59050,MT
59053,MT
59058,MT
59059,MT
59062,MT
59067,MT
59072,MT
59074,MT
59077,MT
59078,MT
59081,MT
59082,MT
59084,MT
59086,MT
59087,MT
59089,MT
59201,MT
59211,MT
59212,MT
59213,MT
59214,MT
59221,MT
59222,MT
59223,MT
59225,MT
59240,MT
59241,MT
59244,MT
59252,MT
59253,MT
59255,MT
59257,MT
59259,MT
59261,MT
59273,MT
59274,MT
59276,MT
59301,MT
59311,MT
59312,MT
59313,MT
59314,MT
59315,MT
59316,MT
59317,MT
59319,MT
59322,MT
59324,MT
59326,MT
59327,MT
59333,MT
59336,MT
59337,MT
59339,MT
59341,MT
59345,MT
59351,MT
59353,MT
59401,MT
59412,MT
59416,MT
59417,MT
59418,MT
59419,MT
59421,MT
59422,MT
59424,MT
59425,MT
59427,MT
59430,MT
59433,MT
59441,MT
59442,MT
59444,MT
59446,MT
59451,MT
59454,MT
59460,MT
59461,MT
59465,MT
59472,MT
59482,MT
59484,MT
59489,MT
59501,MT
59520,MT
59521,MT
59523,MT
59524,MT
59525,MT
59526,MT
59529,MT
59530,MT
59535,MT
59537,MT
59538,MT
59545,MT
59546,MT
59632,MT
59639,MT
59641,MT
59645,MT
59648,MT
59701,MT
59711,MT
59714,MT
59715,MT
59720,MT
59721,MT
59725,MT
59727,MT
59729,MT
59731,MT
59736,MT
59739,MT
59746,MT
59749,MT
59751,MT
59758,MT
59801,MT
59804,MT
59821,MT
59826,MT
59827,MT
59828,MT
59829,MT
59832,MT
59844,MT
59845,MT
59853,MT
59858,MT
59859,MT
59860,MT
59866,MT
59867,MT
59868,MT
59870,MT
59873,MT
59874,MT
59901,MT
59911,MT
59916,MT
59917,MT
59923,MT
59925,MT
59926,MT
59928,MT
59935,MT
60936,IL
60942,IL
60946,IL
61053,IL
61375,IL
61411,IL
61420,IL
61540,IL
61720,IL
61727,IL
61735,IL
61801,IL
61810,IL
61913,IL
61919,IL
62045,IL
62053,IL
62092,IL
62311,IL
62325,IL
62432,IL
62633,IL
62938,IL
62970,IL
83201,ID
83210,ID
83211,ID
83212,ID
83213,ID
83214,ID
83215,ID
83220,ID
83221,ID
83226,ID
83227,ID
83228,ID
83229,ID
83236,ID
83238,ID
83241,ID
83244,ID
83251,ID
83253,ID
83278,ID
83286,ID
83287,ID
83301,ID
83302,ID
83311,ID
83313,ID
83314,ID
83318,ID
83320,ID
83322,ID
83327,ID
83334,ID
83336,ID
83348,ID
83401,ID
83420,ID
83422,ID
83423,ID
83425,ID
83440,ID
83446,ID
83450,ID
83462,ID
83464,ID
83467,ID
83469,ID
83501,ID
83520,ID
83522,ID
83523,ID
83525,ID
83530,ID
83535,ID
83542,ID
83546,ID
83547,ID
83602,ID
83604,ID
83610,ID
83611,ID
83615,ID
83622,ID
83623,ID
83624,ID
83638,ID
83647,ID
83650,ID
83677,ID
83805,ID
83812,ID
83813,ID
83821,ID
83822,ID
83824,ID
83830,ID
83843,ID
58002,ND
58006,ND
58007,ND
58013,ND
58033,ND
58040,ND
58046,ND
58049,ND
58056,ND
58201,ND
58210,ND
58212,ND
58214,ND
58216,ND
58220,ND
58224,ND
58225,ND
58231,ND
58239,ND
58249,ND
58301,ND
58310,ND
58313,ND
58316,ND
58318,ND
58321,ND
58323,ND
58324,ND
58339,ND
58341,ND
58343,ND
58356,ND
58361,ND
58366,ND
58384,ND
58401,ND
58415,ND
58418,ND
58420,ND
58421,ND
58422,ND
58426,ND
58428,ND
58430,ND
58440,ND
58460,ND
58467,ND
58475,ND
58477,ND
58501,ND
58520,ND
58523,ND
58524,ND
58528,ND
58529,ND
58530,ND
58531,ND
58532,ND
58535,ND
58540,ND
58541,ND
58544,ND
58559,ND
58562,ND
58564,ND
58577,ND
58601,ND
58620,ND
58621,ND
58622,ND
58623,ND
58626,ND
58627,ND
58638,ND
58643,ND
58645,ND
58650,ND
58701,ND
58704,ND
58711,ND
58712,ND
58713,ND
58718,ND
58721,ND
58725,ND
58727,ND
58730,ND
58741,ND
58746,ND
58755,ND
58757,ND
58763,ND
58769,ND
58773,ND
58782,ND
58783,ND
58801,ND
58830,ND
58831,ND
58838,ND
58844,ND
58845,ND
58847,ND
58854,ND
98237,WA
98241,WA
98245,WA
98250,WA
98281,WA
98304,WA
98305,WA
98330,WA
98336,WA
98356,WA
98361,WA
98363,WA
98381,WA
98526,WA
98536,WA
98552,WA
98555,WA
98577,WA
98590,WA
98602,WA
98610,WA
98613,WA
98616,WA
98620,WA
98624,WA
98647,WA
98801,WA
98812,WA
98814,WA
98815,WA
98816,WA
98823,WA
98827,WA
98830,WA
98832,WA
98833,WA
98841,WA
98844,WA
98855,WA
98857,WA
98859,WA
98862,WA
98901,WA
98903,WA
98922,WA
98930,WA
98932,WA
98937,WA
98946,WA
99013,WA
99017,WA
99101,WA
99103,WA
99105,WA
99111,WA
99114,WA
99116,WA
99117,WA
99118,WA
99119,WA
99121,WA
99125,WA
99129,WA
99134,WA
99148,WA
99153,WA
99157,WA
99158,WA
99159,WA
99301,WA
99321,WA
99322,WA
99323,WA
99326,WA
99328,WA
99329,WA
99347,WA
82053,WY
82058,WY
82063,WY
82083,WY
82190,WY
82201,WY
82212,WY
82213,WY
82217,WY
82222,WY
82225,WY
82227,WY
82301,WY
82325,WY
82327,WY
82329,WY
82401,WY
82410,WY
82411,WY
82414,WY
82421,WY
82428,WY
82430,WY
82433,WY
82443,WY
82501,WY
82510,WY
82512,WY
82513,WY
82514,WY
82601,WY
82620,WY
82630,WY
82633,WY
82637,WY
82638,WY
82639,WY
82643,WY
82646,WY
82701,WY
82710,WY
82714,WY
82716,WY
82718,WY
82723,WY
82725,WY
82730,WY
82731,WY
82801,WY
82831,WY
82832,WY
82842,WY
82901,WY
82922,WY
82923,WY
82925,WY
82930,WY
82932,WY
82933,WY
82936,WY
82941,WY
83001,WY
83013,WY
83101,WY
83110,WY
83113,WY
83118,WY
83122,WY
83123,WY
83414,WY
97011,OR
97021,OR
97029,OR
97031,OR
97037,OR
97063,OR
97102,OR
97103,OR
97107,OR
97122,OR
97324,OR
97329,OR
97341,OR
97350,OR
97365,OR
97406,OR
97410,OR
97411,OR
97412,OR
97413,OR
97416,OR
97429,OR
97436,OR
97439,OR
97441,OR
97444,OR
97447,OR
97450,OR
97462,OR
97463,OR
97484,OR
97488,OR
97501,OR
97522,OR
97523,OR
97525,OR
97601,OR
97603,OR
97621,OR
97624,OR
97630,OR
97636,OR
97637,OR
97638,OR
97701,OR
97707,OR
97710,OR
97711,OR
97712,OR
97720,OR
97721,OR
97730,OR
97731,OR
97734,OR
97736,OR
97737,OR
97738,OR
97750,OR
97751,OR
97752,OR
97753,OR
97758,OR
97801,OR
97810,OR
97812,OR
97814,OR
97817,OR
97818,OR
97824,OR
97825,OR
97826,OR
97828,OR
97830,OR
97833,OR
97834,OR
97835,OR
97836,OR
97842,OR
97856,OR
97864,OR
97870,OR
97873,OR
97874,OR
97877,OR
97903,OR
97904,OR
97906,OR
97907,OR
97908,OR
97910,OR
97911,OR
57001,SD
57002,SD
57010,SD
57012,SD
57016,SD
57029,SD
57031,SD
57036,SD
57062,SD
57063,SD
57201,SD
57212,SD
57213,SD
57217,SD
57219,SD
57221,SD
57224,SD
57232,SD
57238,SD
57255,SD
57258,SD
57301,SD
57311,SD
57312,SD
57313,SD
57314,SD
57315,SD
57317,SD
57321,SD
57322,SD
57325,SD
57339,SD
57341,SD
57344,SD
57345,SD
57348,SD
57355,SD
57362,SD
57401,SD
57421,SD
57422,SD
57424,SD
57428,SD
57430,SD
57435,SD
57437,SD
57441,SD
57442,SD
57450,SD
57451,SD
57456,SD
57466,SD
57501,SD
57521,SD
57522,SD
57523,SD
57528,SD
57531,SD
57534,SD
57537,SD
57543,SD
57544,SD
57547,SD
57551,SD
57553,SD
57555,SD
57559,SD
57567,SD
57574,SD
57579,SD
57585,SD
57601,SD
57620,SD
57623,SD
57625,SD
57626,SD
57630,SD
57632,SD
57633,SD
57634,SD
57638,SD
57640,SD
57642,SD
57644,SD
57648,SD
57650,SD
57651,SD
57652,SD
57659,SD
57701,SD
57702,SD
57714,SD
57717,SD
57720,SD
57722,SD
57724,SD
57725,SD
57730,SD
57735,SD
57737,SD
57747,SD
57748,SD
57750,SD
57754,SD
57755,SD
57758,SD
57760,SD
57763,SD
57764,SD
57775,SD
57780,SD
68001,NE
68004,NE
68047,NE
68305,NE
68322,NE
68324,NE
68406,NE
68601,NE
68620,NE
68622,NE
68623,NE
68628,NE
68629,NE
68642,NE
68711,NE
68713,NE
68714,NE
68717,NE
68719,NE
68720,NE
68725,NE
68747,NE
68778,NE
68801,NE
68813,NE
68814,NE
68815,NE
68818,NE
68821,NE
68823,NE
68834,NE
68835,NE
68844,NE
68858,NE
68874,NE
68901,NE
68922,NE
68927,NE
68929,NE
68933,NE
68947,NE
69021,NE
69022,NE
69023,NE
69030,NE
69032,NE
69037,NE
69038,NE
69101,NE
69120,NE
69121,NE
69122,NE
69123,NE
69125,NE
69127,NE
69128,NE
69129,NE
69131,NE
69133,NE
69134,NE
69135,NE
69142,NE
69143,NE
69147,NE
69152,NE
69161,NE
69162,NE
69167,NE
69201,NE
69211,NE
69218,NE
69220,NE
69301,NE
69331,NE
69333,NE
69334,NE
69337,NE
69339,NE
69343,NE
69346,NE
69347,NE
69350,NE
69351,NE
69352,NE
69354,NE
40316,KY
41141,KY
41149,KY
41310,KY
41314,KY
42023,KY
42047,KY
42539,KY
42602,KY
42713,KY
42722,KY
15411,PA
15832,PA
15861,PA
16239,PA
16720,PA
16726,PA
16728,PA
16921,PA
16938,PA
17212,PA
17223,PA
17768,PA
18614,PA
18853,PA
84001,UT
84008,UT
84018,UT
84021,UT
84022,UT
84023,UT
84026,UT
84027,UT
84031,UT
84034,UT
84035,UT
84046,UT
84063,UT
84080,UT
84083,UT
84313,UT
84329,UT
84336,UT
84501,UT
84511,UT
84515,UT
84520,UT
84525,UT
84532,UT
84533,UT
84540,UT
84621,UT
84623,UT
84624,UT
84630,UT
84631,UT
84648,UT
84701,UT
84712,UT
84713,UT
84714,UT
84720,UT
84722,UT
84728,UT
84733,UT
84741,UT
84747,UT
84751,UT
84759,UT
84762,UT
84766,UT
84770,UT
63361,MO
63434,MO
63438,MO
63439,MO
63468,MO
63556,MO
63625,MO
63629,MO
63636,MO
63730,MO
63750,MO
63931,MO
63937,MO
63941,MO
63944,MO
64402,MO
64423,MO
64424,MO
64437,MO
64446,MO
64622,MO
64623,MO
64641,MO
64738,MO
64756,MO
64776,MO
65058,MO
65069,MO
65439,MO
65446,MO
65543,MO
65603,MO
65637,MO
65668,MO
65676,MO
80101,CO
80103,CO
80423,CO
80424,CO
80428,CO
80430,CO
80435,CO
80440,CO
80446,CO
80449,CO
80459,CO
80466,CO
80467,CO
80480,CO
80487,CO
80517,CO
80536,CO
80545,CO
80611,CO
80643,CO
80649,CO
80654,CO
80720,CO
80721,CO
80722,CO
80723,CO
80727,CO
80729,CO
80731,CO
80733,CO
80735,CO
80740,CO
80745,CO
80801,CO
80804,CO
80805,CO
80818,CO
80820,CO
80823,CO
80825,CO
80827,CO
80830,CO
80833,CO
80864,CO
81020,CO
81021,CO
81025,CO
81027,CO
81036,CO
81039,CO
81040,CO
81041,CO
81044,CO
81045,CO
81047,CO
81049,CO
81050,CO
81059,CO
81064,CO
81069,CO
81073,CO
81090,CO
81101,CO
81120,CO
81122,CO
81123,CO
81125,CO
81130,CO
81136,CO
81140,CO
81143,CO
81147,CO
81149,CO
81152,CO
81154,CO
81201,CO
81210,CO
81220,CO
81224,CO
81243,CO
81251,CO
81252,CO
81301,CO
81303,CO
81320,CO
81321,CO
81335,CO
81401,CO
81410,CO
81411,CO
81415,CO
81422,CO
81434,CO
81435,CO
81501,CO
81521,CO
81522,CO
81601,CO
81610,CO
81621,CO
81624,CO
81625,CO
81632,CO
81633,CO
81635,CO
81637,CO
81641,CO
81653,CO
96704,HI
96708,HI
96720,HI
96722,HI
96725,HI
96727,HI
96732,HI
96740,HI
96748,HI
96749,HI
96750,HI
96760,HI
96778,HI
99556,AK
99568,AK
99572,AK
99573,AK
99586,AK
99588,AK
99603,AK
99605,AK
99611,AK
99615,AK
99645,AK
99664,AK
99669,AK
99674,AK
99676,AK
99686,AK
99701,AK
99702,AK
99704,AK
99705,AK
99709,AK
99714,AK
99737,AK
99743,AK
99760,AK
99780,AK
99801,AK
99827,AK
99835,AK
99901,AK
03221,NH
03576,NH
03579,NH
03582,NH
03882,NH
21623,MD
21627,MD
21766,MD
21824,MD
37028,TN
37096,TN
38079,TN
38541,TN
32038,FL
32046,FL
32190,FL
32301,FL
32305,FL
32320,FL
32321,FL
32322,FL
32332,FL
32334,FL
32359,FL
32420,FL
32423,FL
32425,FL
32430,FL
32456,FL
32462,FL
32625,FL
33036,FL
33040,FL
33042,FL
33050,FL
33438,FL
33867,FL
33960,FL
34141,FL
01222,MA
01257,MA
02554,MA
02631,MA
02633,MA
04261,ME
04406,ME
04408,ME
04413,ME
04414,ME
04417,ME
04421,ME
04422,ME
04453,ME
04464,ME
04471,ME
04478,ME
04492,ME
04554,ME
04558,ME
04568,ME
04606,ME
04612,ME
04613,ME
04619,ME
04626,ME
04627,ME
04657,ME
04732,ME
04733,ME
04735,ME
04736,ME
04739,ME
04743,ME
04746,ME
04764,ME
04774,ME
04920,ME
04921,ME
04936,ME
04945,ME
04947,ME
04970,ME
24801,WV
24818,WV
24822,WV
24839,WV
24924,WV
24985,WV
25030,WV
25133,WV
25951,WV
26148,WV
26230,WV
26260,WV
26802,WV
05032,VT
05041,VT
05148,VT
05443,VT
05447,VT
05471,VT
05472,VT
05652,VT
05775,VT
05822,VT
05829,VT
29059,SC
29081,SC
29438,SC
29453,SC
29590,SC
29718,SC
29827,SC
29845,SC
29911,SC
29922,SC
29934,SC
73021,OK
73024,OK
73041,OK
73056,OK
73062,OK
73437,OK
73441,OK
73444,OK
73481,OK
73521,OK
73530,OK
73531,OK
73544,OK
73547,OK
73548,OK
73549,OK
73571,OK
73625,OK
73638,OK
73646,OK
73654,OK
73659,OK
73660,OK
73701,OK
73703,OK
73716,OK
73720,OK
73801,OK
73834,OK
73838,OK
73842,OK
73843,OK
73844,OK
73931,OK
73932,OK
73933,OK
73937,OK
73939,OK
